訂單編號,顧客編號,產品編號,產品名稱,產品類別,單價,數量,下單日期,小計,利潤,成本,明年度預期目標值,姓名,性別,年齡,居住地區,職業類別,年,月,日,季,年齡層
ID05033,AC1700585,F028,大學T男童-藍,童裝,1750.0,1.0,2018-09-12,1750.0,308.0,217.0,1855.0,陳靜其,Female,35,新北市,金融業和房地產,2018.0,9.0,12.0,3.0,30
ID05034,AC1700483,F016,後背包-藍,配件,890.0,1.0,2018-09-12,890.0,220.72,46.28,943.4000000000001,楊小喬,Male,33,新北市,金融業和房地產,2018.0,9.0,12.0,3.0,30
ID05035,AC1702441,F004,大化妝包-桃粉,配件,1600.0,1.0,2018-09-12,1600.0,396.8,83.2,1696.0,葉淑娟,Female,60,桃園市,其他,2018.0,9.0,12.0,3.0,60
ID05036,AC1703118,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,5.0,2018-08-30,10150.0,1786.4,1258.6,10759.0,侯嘉鴻,Male,46,桃園市,住宿和餐飲業,2018.0,8.0,30.0,3.0,40
ID05037,AC1702402,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,5.0,2018-08-30,10150.0,1786.4,1258.6,10759.0,陳佳香,Male,54,桃園市,住宿和餐飲業,2018.0,8.0,30.0,3.0,50
ID05038,AC1700469,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,2.0,2018-09-12,3600.0,594.0,486.00000000000006,3816.0,郭家慧,Male,33,新北市,金融業和房地產,2018.0,9.0,12.0,3.0,30
ID05039,AC1703429,F009,大化妝包-深藍,配件,2100.0,2.0,2018-09-12,4200.0,1041.6,218.39999999999998,4452.0,張永妤,Female,31,基隆市,住宿和餐飲業,2018.0,9.0,12.0,3.0,30
ID05040,AC1702346,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,2.0,2018-09-12,3600.0,594.0,486.00000000000006,3816.0,王寶亮,Male,45,桃園市,其他,2018.0,9.0,12.0,3.0,40
ID05041,AC1700264,F009,大化妝包-深藍,配件,2100.0,2.0,2018-09-12,4200.0,1041.6,218.39999999999998,4452.0,陳惠航,Female,32,新北市,金融業和房地產,2018.0,9.0,12.0,3.0,30
ID05042,AC1700191,F003,印圖大學T男裝-藍,男裝,750.0,1.0,2018-09-12,750.0,144.0,81.0,795.0,李青娥,Female,57,臺北市,金融業和房地產,2018.0,9.0,12.0,3.0,50
ID05043,AC1702243,F013,潮感印條連帽外套-男裝,男裝,1740.0,1.0,2018-09-12,1740.0,334.08000000000004,187.92,1844.4,曹憲恆,Male,61,桃園市,農林漁牧業,2018.0,9.0,12.0,3.0,60
ID05044,AC1701366,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,5.0,2018-08-30,10150.0,1786.4,1258.6,10759.0,吳淑梅,Female,37,宜蘭縣,金融業和房地產,2018.0,8.0,30.0,3.0,30
ID05045,AC1702064,F001,運動潮流連帽外套女裝-白,女裝,1450.0,1.0,2018-09-12,1450.0,239.2500000000001,195.75,1537.0,陳亭靖,Male,28,宜蘭縣,住宿和餐飲業,2018.0,9.0,12.0,3.0,20
ID05046,AC1702893,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2018-08-30,2030.0,357.28,251.72,2151.8,謝其蓮,Female,47,桃園市,其他,2018.0,8.0,30.0,3.0,40
ID05047,AC1700409,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,1.0,2018-09-12,1800.0,297.0,243.00000000000003,1908.0,余宜祥,Male,45,新北市,住宿和餐飲業,2018.0,9.0,12.0,3.0,40
ID05048,AC1700882,F028,大學T男童-藍,童裝,1750.0,1.0,2018-09-12,1750.0,308.0,217.0,1855.0,曾韋志,Female,28,新北市,金融業和房地產,2018.0,9.0,12.0,3.0,20
ID05049,AC1702142,F028,大學T男童-藍,童裝,1750.0,1.0,2018-09-12,1750.0,308.0,217.0,1855.0,陳奕仁,Male,25,宜蘭縣,金融業和房地產,2018.0,9.0,12.0,3.0,20
ID05050,AC1700917,F016,後背包-藍,配件,890.0,1.0,2018-09-12,890.0,220.72,46.28,943.4000000000001,賴思紋,Male,27,新北市,住宿和餐飲業,2018.0,9.0,12.0,3.0,20
ID05051,AC1702066,F004,大化妝包-桃粉,配件,1600.0,1.0,2018-09-12,1600.0,396.8,83.2,1696.0,郭世豪,Male,27,宜蘭縣,金融業和房地產,2018.0,9.0,12.0,3.0,20
ID05052,AC1703988,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2018-08-30,2030.0,357.28,251.72,2151.8,顏耀中,Male,49,臺北市,住宿和餐飲業,2018.0,8.0,30.0,3.0,40
ID05053,AC1703950,F025,雙向層架式書桌-咖,家俱,2900.0,1.0,2018-08-30,2900.0,435.0000000000002,435.0,3074.0,謝侑茜,Female,57,臺北市,住宿和餐飲業,2018.0,8.0,30.0,3.0,50
ID05054,AC1703027,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,2.0,2018-09-12,3600.0,594.0,486.00000000000006,3816.0,吳少凱,Male,51,桃園市,住宿和餐飲業,2018.0,9.0,12.0,3.0,50
ID05055,AC1701250,F009,大化妝包-深藍,配件,2100.0,2.0,2018-09-12,4200.0,1041.6,218.39999999999998,4452.0,陳民政,Male,41,新北市,金融業和房地產,2018.0,9.0,12.0,3.0,40
ID05056,AC1700935,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,2.0,2018-09-12,3600.0,594.0,486.00000000000006,3816.0,賴軒誠,Female,41,新北市,金融業和房地產,2018.0,9.0,12.0,3.0,40
ID05057,AC1703403,F009,大化妝包-深藍,配件,2100.0,2.0,2018-09-12,4200.0,1041.6,218.39999999999998,4452.0,吳雅斌,Female,36,基隆市,金融業和房地產,2018.0,9.0,12.0,3.0,30
ID05058,AC1700834,F003,印圖大學T男裝-藍,男裝,750.0,1.0,2018-09-12,750.0,144.0,81.0,795.0,張展純,Male,28,新北市,金融業和房地產,2018.0,9.0,12.0,3.0,20
ID05059,AC1701965,F013,潮感印條連帽外套-男裝,男裝,1740.0,1.0,2018-09-12,1740.0,334.08000000000004,187.92,1844.4,陳瑩堅,Male,42,宜蘭縣,金融業和房地產,2018.0,9.0,12.0,3.0,40
ID05060,AC1701950,F025,雙向層架式書桌-咖,家俱,2900.0,1.0,2018-08-30,2900.0,435.0000000000002,435.0,3074.0,陳維哲,Male,26,宜蘭縣,其他,2018.0,8.0,30.0,3.0,20
ID05061,AC1703431,F001,運動潮流連帽外套女裝-白,女裝,1450.0,1.0,2018-09-12,1450.0,239.2500000000001,195.75,1537.0,李怡沛,Female,46,基隆市,金融業和房地產,2018.0,9.0,12.0,3.0,40
ID05062,AC1701949,F025,雙向層架式書桌-咖,家俱,2900.0,1.0,2018-08-30,2900.0,435.0000000000002,435.0,3074.0,葉萬弘,Male,34,宜蘭縣,金融業和房地產,2018.0,8.0,30.0,3.0,30
ID05063,AC1703638,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,1.0,2018-09-12,1800.0,297.0,243.00000000000003,1908.0,林峻仲,Male,35,基隆市,金融業和房地產,2018.0,9.0,12.0,3.0,30
ID05064,AC1700756,F028,大學T男童-藍,童裝,1750.0,1.0,2018-09-12,1750.0,308.0,217.0,1855.0,陳虹軒,Male,33,新北市,金融業和房地產,2018.0,9.0,12.0,3.0,30
ID05065,AC1703084,F028,大學T男童-藍,童裝,1750.0,1.0,2018-09-12,1750.0,308.0,217.0,1855.0,楊淑屏,Male,32,桃園市,住宿和餐飲業,2018.0,9.0,12.0,3.0,30
ID05066,AC1702782,F016,後背包-藍,配件,890.0,1.0,2018-09-12,890.0,220.72,46.28,943.4000000000001,阮陽佳,Male,45,桃園市,住宿和餐飲業,2018.0,9.0,12.0,3.0,40
ID05067,AC1702355,F004,大化妝包-桃粉,配件,1600.0,1.0,2018-09-12,1600.0,396.8,83.2,1696.0,楊家欣,Male,56,桃園市,住宿和餐飲業,2018.0,9.0,12.0,3.0,50
ID05068,AC1701532,F025,雙向層架式書桌-咖,家俱,2900.0,1.0,2018-08-30,2900.0,435.0000000000002,435.0,3074.0,楊志宇,Female,32,新北市,金融業和房地產,2018.0,8.0,30.0,3.0,30
ID05069,AC1700783,F025,雙向層架式書桌-咖,家俱,2900.0,1.0,2018-08-30,2900.0,435.0000000000002,435.0,3074.0,毛欣瑜,Male,26,新北市,金融業和房地產,2018.0,8.0,30.0,3.0,20
ID05070,AC1702140,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,2.0,2018-09-12,3600.0,594.0,486.00000000000006,3816.0,黃泰生,Male,35,宜蘭縣,金融業和房地產,2018.0,9.0,12.0,3.0,30
ID05071,AC1701067,F009,大化妝包-深藍,配件,2100.0,2.0,2018-09-12,4200.0,1041.6,218.39999999999998,4452.0,林奕恆,Male,41,新北市,其他,2018.0,9.0,12.0,3.0,40
ID05072,AC1702488,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,2.0,2018-09-12,3600.0,594.0,486.00000000000006,3816.0,曾淑昆,Female,49,桃園市,其他,2018.0,9.0,12.0,3.0,40
ID05073,AC1702462,F009,大化妝包-深藍,配件,2100.0,2.0,2018-09-12,4200.0,1041.6,218.39999999999998,4452.0,汪美玉,Male,48,桃園市,其他,2018.0,9.0,12.0,3.0,40
ID05074,AC1701650,F003,印圖大學T男裝-藍,男裝,750.0,1.0,2018-09-12,750.0,144.0,81.0,795.0,李肇吟,Male,32,宜蘭縣,金融業和房地產,2018.0,9.0,12.0,3.0,30
ID05075,AC1700928,F013,潮感印條連帽外套-男裝,男裝,1740.0,1.0,2018-09-12,1740.0,334.08000000000004,187.92,1844.4,林君劭,Female,34,新北市,金融業和房地產,2018.0,9.0,12.0,3.0,30
ID05076,AC1700234,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,5.0,2018-08-30,10150.0,1786.4,1258.6,10759.0,張哲中,Male,30,臺北市,其他,2018.0,8.0,30.0,3.0,30
ID05077,AC1701420,F001,運動潮流連帽外套女裝-白,女裝,1450.0,1.0,2018-09-12,1450.0,239.2500000000001,195.75,1537.0,涂宜芳,Female,30,新北市,金融業和房地產,2018.0,9.0,12.0,3.0,30
ID05078,AC1700100,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,5.0,2018-08-30,10150.0,1786.4,1258.6,10759.0,何兆辰,Male,47,新北市,金融業和房地產,2018.0,8.0,30.0,3.0,40
ID05079,AC1700637,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,1.0,2018-09-12,1800.0,297.0,243.00000000000003,1908.0,林裕仁,Male,37,新北市,金融業和房地產,2018.0,9.0,12.0,3.0,30
ID05080,AC1702915,F028,大學T男童-藍,童裝,1750.0,1.0,2018-09-12,1750.0,308.0,217.0,1855.0,陳昌凌,Female,57,桃園市,其他,2018.0,9.0,12.0,3.0,50
ID05081,AC1703107,F028,大學T男童-藍,童裝,1750.0,1.0,2018-09-12,1750.0,308.0,217.0,1855.0,吳玉治,Male,43,桃園市,住宿和餐飲業,2018.0,9.0,12.0,3.0,40
ID05082,AC1701924,F016,後背包-藍,配件,890.0,1.0,2018-09-12,890.0,220.72,46.28,943.4000000000001,賴禎柏,Male,26,宜蘭縣,金融業和房地產,2018.0,9.0,12.0,3.0,20
ID05083,AC1700591,F004,大化妝包-桃粉,配件,1600.0,1.0,2018-09-12,1600.0,396.8,83.2,1696.0,婁冠宇,Male,26,新北市,金融業和房地產,2018.0,9.0,12.0,3.0,20
ID05084,AC1702509,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,5.0,2018-08-30,10150.0,1786.4,1258.6,10759.0,張小紹,Female,62,桃園市,其他,2018.0,8.0,30.0,3.0,60
ID05085,AC1701210,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,5.0,2018-08-30,10150.0,1786.4,1258.6,10759.0,張書伸,Female,46,新北市,金融業和房地產,2018.0,8.0,30.0,3.0,40
ID05086,AC1703043,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,2.0,2018-09-12,3600.0,594.0,486.00000000000006,3816.0,陳文彥,Male,57,桃園市,住宿和餐飲業,2018.0,9.0,12.0,3.0,50
ID05087,AC1700566,F009,大化妝包-深藍,配件,2100.0,2.0,2018-09-12,4200.0,1041.6,218.39999999999998,4452.0,黃嘉堯,Male,43,新北市,金融業和房地產,2018.0,9.0,12.0,3.0,40
ID05088,AC1703424,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,2.0,2018-09-12,3600.0,594.0,486.00000000000006,3816.0,林可青,Female,45,基隆市,金融業和房地產,2018.0,9.0,12.0,3.0,40
ID05089,AC1700074,F009,大化妝包-深藍,配件,2100.0,2.0,2018-09-12,4200.0,1041.6,218.39999999999998,4452.0,陳慧龍,Male,42,基隆市,金融業和房地產,2018.0,9.0,12.0,3.0,40
ID05090,AC1702320,F003,印圖大學T男裝-藍,男裝,750.0,1.0,2018-09-12,750.0,144.0,81.0,795.0,黃逸軍,Male,64,桃園市,住宿和餐飲業,2018.0,9.0,12.0,3.0,60
ID05091,AC1702793,F013,潮感印條連帽外套-男裝,男裝,1740.0,1.0,2018-09-12,1740.0,334.08000000000004,187.92,1844.4,黃柏禾,Male,42,桃園市,住宿和餐飲業,2018.0,9.0,12.0,3.0,40
ID05092,AC1701116,F017,大學T男裝-灰,男裝,1200.0,1.0,2018-09-12,1200.0,230.4,129.6,1272.0,吳淑娟,Female,28,新北市,金融業和房地產,2018.0,9.0,12.0,3.0,20
ID05093,AC1700317,F001,運動潮流連帽外套女裝-白,女裝,1450.0,1.0,2018-09-12,1450.0,239.2500000000001,195.75,1537.0,陳怡妏,Female,46,新北市,其他,2018.0,9.0,12.0,3.0,40
ID05094,AC1700664,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2018-09-12,2030.0,357.28,251.72,2151.8,鄭宜珊,Male,35,新北市,金融業和房地產,2018.0,9.0,12.0,3.0,30
ID05095,AC1702300,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,1.0,2018-09-12,1800.0,297.0,243.00000000000003,1908.0,林彥琪,Male,44,桃園市,住宿和餐飲業,2018.0,9.0,12.0,3.0,40
ID05096,AC1702063,F028,大學T男童-藍,童裝,1750.0,1.0,2018-09-12,1750.0,308.0,217.0,1855.0,徐儒岑,Male,34,宜蘭縣,住宿和餐飲業,2018.0,9.0,12.0,3.0,30
ID05097,AC1703564,F028,大學T男童-藍,童裝,1750.0,1.0,2018-09-12,1750.0,308.0,217.0,1855.0,陳添倩,Female,41,基隆市,住宿和餐飲業,2018.0,9.0,12.0,3.0,40
ID05098,AC1701484,F016,後背包-藍,配件,890.0,1.0,2018-09-12,890.0,220.72,46.28,943.4000000000001,張惠敏,Female,39,新北市,其他,2018.0,9.0,12.0,3.0,30
ID05099,AC1702719,F004,大化妝包-桃粉,配件,1600.0,1.0,2018-09-12,1600.0,396.8,83.2,1696.0,李珮喜,Male,46,桃園市,住宿和餐飲業,2018.0,9.0,12.0,3.0,40
ID05100,AC1701213,F010,中夾-紅,皮件,2610.0,1.0,2018-09-12,2610.0,595.0800000000003,187.92,2766.6000000000004,崔世傑,Female,45,新北市,其他,2018.0,9.0,12.0,3.0,40
ID05101,AC1702608,F010,中夾-紅,皮件,2610.0,1.0,2018-09-12,2610.0,595.0800000000003,187.92,2766.6000000000004,蔡郁文,Male,61,桃園市,其他,2018.0,9.0,12.0,3.0,60
ID05102,AC1701649,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,2.0,2018-09-12,3600.0,594.0,486.00000000000006,3816.0,林淑芳,Male,29,宜蘭縣,住宿和餐飲業,2018.0,9.0,12.0,3.0,20
ID05103,AC1700195,F009,大化妝包-深藍,配件,2100.0,2.0,2018-09-12,4200.0,1041.6,218.39999999999998,4452.0,賴合恩,Male,57,臺北市,金融業和房地產,2018.0,9.0,12.0,3.0,50
ID05104,AC1701742,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,2.0,2018-09-12,3600.0,594.0,486.00000000000006,3816.0,黃均馨,Female,36,宜蘭縣,其他,2018.0,9.0,12.0,3.0,30
ID05105,AC1701176,F009,大化妝包-深藍,配件,2100.0,2.0,2018-09-12,4200.0,1041.6,218.39999999999998,4452.0,黃柏勳,Male,27,新北市,金融業和房地產,2018.0,9.0,12.0,3.0,20
ID05106,AC1700739,F017,大學T男裝-灰,男裝,1200.0,1.0,2018-09-12,1200.0,230.4,129.6,1272.0,馮俊宏,Female,27,新北市,住宿和餐飲業,2018.0,9.0,12.0,3.0,20
ID05107,AC1703961,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2018-09-12,2030.0,357.28,251.72,2151.8,李昕云,Female,46,臺北市,其他,2018.0,9.0,12.0,3.0,40
ID05108,AC1700404,F010,中夾-紅,皮件,2610.0,1.0,2018-09-12,2610.0,595.0800000000003,187.92,2766.6000000000004,黃鈺霞,Female,25,新北市,金融業和房地產,2018.0,9.0,12.0,3.0,20
ID05109,AC1703453,F038,經典美式純POLO-黑,女裝,980.0,1.0,2018-10-10,980.0,161.7,132.3,1038.8,陳淑君,Female,42,基隆市,金融業和房地產,2018.0,10.0,10.0,4.0,40
ID05110,AC1701464,F012,托特包-白,配件,1740.0,1.0,2018-10-10,1740.0,431.52,90.47999999999999,1844.4,王靜宜,Female,30,新北市,金融業和房地產,2018.0,10.0,10.0,4.0,30
ID05111,AC1702380,F012,托特包-白,配件,1740.0,1.0,2018-10-10,1740.0,431.52,90.47999999999999,1844.4,陳怡璇,Female,53,桃園市,金融業和房地產,2018.0,10.0,10.0,4.0,50
ID05112,AC1700482,F010,中夾-紅,皮件,2610.0,1.0,2018-09-12,2610.0,595.0800000000003,187.92,2766.6000000000004,李逸鑫,Male,43,新北市,住宿和餐飲業,2018.0,9.0,12.0,3.0,40
ID05113,AC1703136,F017,大學T男裝-灰,男裝,1200.0,1.0,2018-09-12,1200.0,230.4,129.6,1272.0,蔡雅雯,Female,48,桃園市,其他,2018.0,9.0,12.0,3.0,40
ID05114,AC1700673,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2018-09-12,2030.0,357.28,251.72,2151.8,毛珮法,Male,37,新北市,教育體育文化,2018.0,9.0,12.0,3.0,30
ID05115,AC1702515,F016,後背包-藍,配件,890.0,1.0,2018-10-10,890.0,220.72,46.28,943.4000000000001,曾冠宇,Male,52,桃園市,住宿和餐飲業,2018.0,10.0,10.0,4.0,50
ID05116,AC1700104,F016,後背包-藍,配件,890.0,1.0,2018-10-10,890.0,220.72,46.28,943.4000000000001,黃宛凌,Female,57,新北市,金融業和房地產,2018.0,10.0,10.0,4.0,50
ID05117,AC1701399,F003,印圖大學T男裝-藍,男裝,750.0,2.0,2018-10-10,1500.0,288.0,162.0,1590.0,陳美玲,Female,24,新北市,其他,2018.0,10.0,10.0,4.0,20
ID05118,AC1701047,F013,潮感印條連帽外套-男裝,男裝,1740.0,1.0,2018-10-10,1740.0,334.08000000000004,187.92,1844.4,劉凱倫,Male,48,新北市,住宿和餐飲業,2018.0,10.0,10.0,4.0,40
ID05119,AC1700124,F003,印圖大學T男裝-藍,男裝,750.0,2.0,2018-10-10,1500.0,288.0,162.0,1590.0,張珮瑜,Female,44,新北市,農林漁牧業,2018.0,10.0,10.0,4.0,40
ID05120,AC1700055,F013,潮感印條連帽外套-男裝,男裝,1740.0,1.0,2018-10-10,1740.0,334.08000000000004,187.92,1844.4,王明旺,Male,38,基隆市,農林漁牧業,2018.0,10.0,10.0,4.0,30
ID05121,AC1700354,F010,中夾-紅,皮件,2610.0,1.0,2018-09-12,2610.0,595.0800000000003,187.92,2766.6000000000004,劉宗翰,Female,60,新北市,金融業和房地產,2018.0,9.0,12.0,3.0,60
ID05122,AC1701576,F010,中夾-紅,皮件,2610.0,1.0,2018-09-12,2610.0,595.0800000000003,187.92,2766.6000000000004,林名義,Female,44,新北市,住宿和餐飲業,2018.0,9.0,12.0,3.0,40
ID05123,AC1701045,F038,經典美式純POLO-黑,女裝,980.0,2.0,2018-10-10,1960.0,323.4,264.6,2077.6,陸雅玲,Female,28,新北市,金融業和房地產,2018.0,10.0,10.0,4.0,20
ID05124,AC1703474,F017,大學T男裝-灰,男裝,1200.0,1.0,2018-09-12,1200.0,230.4,129.6,1272.0,王信紋,Female,34,基隆市,金融業和房地產,2018.0,9.0,12.0,3.0,30
ID05125,AC1701616,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,2.0,2018-10-10,3600.0,594.0,486.00000000000006,3816.0,蔡秉仰,Male,39,宜蘭縣,住宿和餐飲業,2018.0,10.0,10.0,4.0,30
ID05126,AC1701513,F012,托特包-白,配件,1740.0,2.0,2018-10-10,3480.0,863.04,180.95999999999998,3688.8,曾乃揚,Male,39,宜蘭縣,金融業和房地產,2018.0,10.0,10.0,4.0,30
ID05127,AC1702262,F014,大化妝包-黑,配件,1740.0,2.0,2018-10-10,3480.0,863.04,180.95999999999998,3688.8,陳浩鈺,Male,52,桃園市,其他,2018.0,10.0,10.0,4.0,50
ID05128,AC1700815,F033,高機能伸縮衣架-黑,家俱,600.0,3.0,2018-10-10,1800.0,270.0,270.0,1908.0,許伊禮,Female,29,新北市,金融業和房地產,2018.0,10.0,10.0,4.0,20
ID05129,AC1701109,F003,印圖大學T男裝-藍,男裝,750.0,3.0,2018-10-10,2250.0,432.0,243.0,2385.0,廖豐卉,Female,36,新北市,教育體育文化,2018.0,10.0,10.0,4.0,30
ID05130,AC1702545,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2018-09-12,2030.0,357.28,251.72,2151.8,吳映定,Male,54,桃園市,住宿和餐飲業,2018.0,9.0,12.0,3.0,50
ID05131,AC1703923,F010,中夾-紅,皮件,2610.0,1.0,2018-09-12,2610.0,595.0800000000003,187.92,2766.6000000000004,吳冰鴻,Female,52,臺北市,金融業和房地產,2018.0,9.0,12.0,3.0,50
ID05132,AC1700244,F010,中夾-紅,皮件,2610.0,1.0,2018-09-12,2610.0,595.0800000000003,187.92,2766.6000000000004,王雅生,Female,34,臺北市,金融業和房地產,2018.0,9.0,12.0,3.0,30
ID05133,AC1700936,F038,經典美式純POLO-黑,女裝,980.0,1.0,2018-10-10,980.0,161.7,132.3,1038.8,林禎芬,Female,30,新北市,金融業和房地產,2018.0,10.0,10.0,4.0,30
ID05134,AC1703902,F012,托特包-白,配件,1740.0,1.0,2018-10-10,1740.0,431.52,90.47999999999999,1844.4,馬以年,Female,33,臺北市,住宿和餐飲業,2018.0,10.0,10.0,4.0,30
ID05135,AC1701914,F012,托特包-白,配件,1740.0,1.0,2018-10-10,1740.0,431.52,90.47999999999999,1844.4,王宛玲,Female,40,新北市,住宿和餐飲業,2018.0,10.0,10.0,4.0,40
ID05136,AC1702544,F017,大學T男裝-灰,男裝,1200.0,1.0,2018-09-12,1200.0,230.4,129.6,1272.0,黃宜欣,Male,55,桃園市,住宿和餐飲業,2018.0,9.0,12.0,3.0,50
ID05137,AC1702227,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2018-09-12,2030.0,357.28,251.72,2151.8,陳嘉鴻,Male,46,桃園市,住宿和餐飲業,2018.0,9.0,12.0,3.0,40
ID05138,AC1701762,F010,中夾-紅,皮件,2610.0,1.0,2018-09-12,2610.0,595.0800000000003,187.92,2766.6000000000004,黃怡欣,Female,32,新北市,金融業和房地產,2018.0,9.0,12.0,3.0,30
ID05139,AC1701737,F016,後背包-藍,配件,890.0,1.0,2018-10-10,890.0,220.72,46.28,943.4000000000001,林佳瑩,Female,39,新北市,住宿和餐飲業,2018.0,10.0,10.0,4.0,30
ID05140,AC1703107,F016,後背包-藍,配件,890.0,1.0,2018-10-10,890.0,220.72,46.28,943.4000000000001,吳玉治,Male,43,桃園市,住宿和餐飲業,2018.0,10.0,10.0,4.0,40
ID05141,AC1702511,F003,印圖大學T男裝-藍,男裝,750.0,2.0,2018-10-10,1500.0,288.0,162.0,1590.0,葉政儒,Male,45,桃園市,住宿和餐飲業,2018.0,10.0,10.0,4.0,40
ID05142,AC1703360,F013,潮感印條連帽外套-男裝,男裝,1740.0,1.0,2018-10-10,1740.0,334.08000000000004,187.92,1844.4,王忠韋,Male,31,基隆市,金融業和房地產,2018.0,10.0,10.0,4.0,30
ID05143,AC1701553,F003,印圖大學T男裝-藍,男裝,750.0,2.0,2018-10-10,1500.0,288.0,162.0,1590.0,李孟心,Female,28,宜蘭縣,金融業和房地產,2018.0,10.0,10.0,4.0,20
ID05144,AC1703345,F013,潮感印條連帽外套-男裝,男裝,1740.0,1.0,2018-10-10,1740.0,334.08000000000004,187.92,1844.4,洪千慧,Female,23,基隆市,住宿和餐飲業,2018.0,10.0,10.0,4.0,20
ID05145,AC1702666,F010,中夾-紅,皮件,2610.0,1.0,2018-09-12,2610.0,595.0800000000003,187.92,2766.6000000000004,李庭緯,Male,58,桃園市,其他,2018.0,9.0,12.0,3.0,50
ID05146,AC1701276,F017,大學T男裝-灰,男裝,1200.0,1.0,2018-10-10,1200.0,230.4,129.6,1272.0,劉怡茜,Female,20,新北市,其他,2018.0,10.0,10.0,4.0,20
ID05147,AC1701566,F038,經典美式純POLO-黑,女裝,980.0,2.0,2018-10-10,1960.0,323.4,264.6,2077.6,曹鈺婷,Female,23,新北市,其他,2018.0,10.0,10.0,4.0,20
ID05148,AC1701440,F017,大學T男裝-灰,男裝,1200.0,1.0,2018-10-10,1200.0,230.4,129.6,1272.0,林郁瑜,Female,26,宜蘭縣,住宿和餐飲業,2018.0,10.0,10.0,4.0,20
ID05149,AC1703874,F008,法蘭絨格紋襯衫-黑,女裝,1800.0,2.0,2018-10-10,3600.0,594.0,486.00000000000006,3816.0,侯祖俐,Female,40,臺北市,住宿和餐飲業,2018.0,10.0,10.0,4.0,40
ID05150,AC1700139,F012,托特包-白,配件,1740.0,2.0,2018-10-10,3480.0,863.04,180.95999999999998,3688.8,黃文彬,Male,41,基隆市,農林漁牧業,2018.0,10.0,10.0,4.0,40
ID05151,AC1703896,F014,大化妝包-黑,配件,1740.0,2.0,2018-10-10,3480.0,863.04,180.95999999999998,3688.8,黃華靖,Female,21,臺北市,住宿和餐飲業,2018.0,10.0,10.0,4.0,20
ID05152,AC1701248,F033,高機能伸縮衣架-黑,家俱,600.0,3.0,2018-10-10,1800.0,270.0,270.0,1908.0,楊文茵,Male,27,新北市,住宿和餐飲業,2018.0,10.0,10.0,4.0,20
ID05153,AC1700665,F003,印圖大學T男裝-藍,男裝,750.0,3.0,2018-10-10,2250.0,432.0,243.0,2385.0,劉瓊瑤,Male,30,新北市,金融業和房地產,2018.0,10.0,10.0,4.0,30
ID05154,AC1702108,F017,大學T男裝-灰,男裝,1200.0,1.0,2018-10-10,1200.0,230.4,129.6,1272.0,黃筱雯,Female,49,宜蘭縣,金融業和房地產,2018.0,10.0,10.0,4.0,40
ID05155,AC1701162,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2018-10-10,2030.0,357.28,251.72,2151.8,林承哲,Male,38,新北市,金融業和房地產,2018.0,10.0,10.0,4.0,30
ID05156,AC1703839,F024,運動潮流直筒棉褲男童-灰,童裝,2030.0,1.0,2018-10-10,2030.0,357.28,251.72,2151.8,王貴丹,Female,53,臺北市,其他,2018.0,10.0,10.0,4.0,50
ID05157,AC1703524,F038,經典美式純POLO-黑,女裝,980.0,1.0,2018-10-10,980.0,161.7,132.3,1038.8,張雅新,Female,35,基隆市,金融業和房地產,2018.0,10.0,10.0,4.0,30
ID05158,AC1701627,F012,托特包-白,配件,1740.0,1.0,2018-10-10,1740.0,431.52,90.47999999999999,1844.4,李苡歡,Female,35,新北市,住宿和餐飲業,2018.0,10.0,10.0,4.0,30
ID05159,AC1700838,F012,托特包-白,配件,1740.0,1.0,2018-10-10,1740.0,431.52,90.47999999999999,1844.4,陳怡旺,Male,40,新北市,金融業和房地產,2018.0,10.0,10.0,4.0,40
